FFT Length,65536
Record Length,32768
FFT Sample Rate,+5.000000E+06,
Delta Frequency,+7.629395E+01,
Start Frequency,+0.000000E+00,
Stop Frequency,+2.500000E+06,
Vertical Units,F1:,Real part,Vrms,Imaginary part,Vrms,Magnitude,dBV,
Model,SDS814X HD
Serial Number,SDS08A0Q809397
Software Version,3.8.12.1.1.3.8
SourceF1:
Frequency,Real part,Imaginary part,Magnitude,Angle
+2.127686E+06,-2.272004E-07,-8.305062E-07,-1.212997E+02,-1.837831E+00
+2.127762E+06,+2.314300E-07,+8.489366E-08,-1.321633E+02,+3.515819E-01
+2.127838E+06,-8.474277E-08,+4.426380E-07,-1.269227E+02,+1.759957E+00
+2.127914E+06,+4.179941E-07,-1.059885E-07,-1.273060E+02,-2.483307E-01
+2.127991E+06,-8.859340E-07,+2.304194E-07,-1.207677E+02,+2.887144E+00
+2.128067E+06,+8.182864E-07,-6.246474E-07,-1.197479E+02,-6.519970E-01
+2.128143E+06,-3.346404E-07,+7.503342E-07,-1.217071E+02,+1.990309E+00
+2.128220E+06,-2.559631E-08,-8.790922E-07,-1.211156E+02,-1.599905E+00
+2.128296E+06,+1.881169E-07,+8.251196E-07,-1.214496E+02,+1.346640E+00
+2.128372E+06,-2.493566E-08,-7.989814E-07,-1.219450E+02,-1.601995E+00
+2.128448E+06,-1.154979E-07,+7.156023E-07,-1.227949E+02,+1.730816E+00
+2.128525E+06,-2.485805E-07,-1.088808E-07,-1.313284E+02,-2.728754E+00
+2.128601E+06,+6.354922E-07,-3.851318E-07,-1.225792E+02,-5.448467E-01
+2.128677E+06,-2.675557E-07,+3.397121E-07,-1.272818E+02,+2.237928E+00
+2.128754E+06,-4.249490E-07,-1.071304E-07,-1.271657E+02,-2.894637E+00
+2.128830E+06,-1.186292E-06,-4.056726E-07,-1.180359E+02,-2.812092E+00
+2.128906E+06,+3.294449E-06,+5.962714E-07,-1.095044E+02,+1.790543E-01
+2.128983E+06,-1.779237E-06,+9.250201E-08,-1.149836E+02,+3.089650E+00
+2.129059E+06,+2.247922E-07,-5.721499E-07,-1.242264E+02,-1.196434E+00
+2.129135E+06,-2.144798E-07,+2.520636E-07,-1.296044E+02,+2.275810E+00
+2.129211E+06,+5.010405E-08,+3.568851E-07,-1.288647E+02,+1.431315E+00
+2.129288E+06,-6.585653E-08,-5.443449E-07,-1.252194E+02,-1.691194E+00
+2.129364E+06,+1.022560E-08,+3.665912E-07,-1.287130E+02,+1.542910E+00
+2.129440E+06,-3.356933E-08,-4.906281E-07,-1.261647E+02,-1.639111E+00
+2.129517E+06,+6.023350E-08,+3.391597E-07,-1.292570E+02,+1.395033E+00
+2.129593E+06,-1.290327E-08,+3.590417E-07,-1.288915E+02,+1.606719E+00
+2.129669E+06,-5.479405E-08,-5.074962E-07,-1.258410E+02,-1.678349E+00
+2.129745E+06,+1.217434E-07,-2.945343E-09,-1.382885E+02,-2.418831E-02
+2.129822E+06,-3.629039E-07,-7.695830E-10,-1.288042E+02,-3.139472E+00
+2.129898E+06,+1.900727E-07,+4.446120E-07,-1.263114E+02,+1.166808E+00
+2.129974E+06,+3.553298E-07,-2.361059E-07,-1.273992E+02,-5.864801E-01
+2.130051E+06,-7.596131E-08,-1.143647E-07,-1.372470E+02,-2.157091E+00
+2.130127E+06,-2.488343E-07,-7.110446E-08,-1.317409E+02,-2.863260E+00
+2.130203E+06,+3.136106E-08,+4.738810E-07,-1.264676E+02,+1.504714E+00
+2.130280E+06,-8.218306E-08,-2.593757E-07,-1.313059E+02,-1.877639E+00
+2.130356E+06,+4.242059E-07,-6.196497E-07,-1.224879E+02,-9.704878E-01
+2.130432E+06,+4.972760E-08,+3.630148E-07,-1.287208E+02,+1.434659E+00
+2.130508E+06,-1.094961E-06,+5.733032E-07,-1.181599E+02,+2.659257E+00
+2.130585E+06,+1.156249E-06,-4.285255E-07,-1.181800E+02,-3.549224E-01
+2.130661E+06,-2.924462E-07,+1.070220E-07,-1.301332E+02,+2.790776E+00
+2.130737E+06,-3.901491E-07,-8.506883E-08,-1.279737E+02,-2.926911E+00
+2.130814E+06,+4.153095E-07,-3.970766E-07,-1.248129E+02,-7.629582E-01
+2.130890E+06,-1.304478E-07,+6.857210E-07,-1.231227E+02,+1.758785E+00
+2.130966E+06,-6.675232E-07,+1.330775E-08,-1.235089E+02,+3.121659E+00
+2.131042E+06,+1.121075E-06,-1.084735E-06,-1.161378E+02,-7.689252E-01
+2.131119E+06,-2.612875E-07,+1.321755E-06,-1.174105E+02,+1.765962E+00
+2.131195E+06,-6.744134E-07,-6.021347E-07,-1.208757E+02,-2.412755E+00
+2.131271E+06,+6.260572E-07,+3.524990E-07,-1.228718E+02,+5.128042E-01
+2.131348E+06,-3.588179E-07,-6.361602E-07,-1.227291E+02,-2.084352E+00
+2.131424E+06,+1.732101E-07,+3.998744E-07,-1.272147E+02,+1.162033E+00
+2.131500E+06,+3.586698E-07,+3.692627E-08,-1.288603E+02,+1.025919E-01
+2.131577E+06,-9.288977E-08,+6.423612E-08,-1.389433E+02,+2.536573E+00
+2.131653E+06,-4.424430E-07,-5.378679E-07,-1.231421E+02,-2.259159E+00
+2.131729E+06,+5.902326E-07,+5.633699E-07,-1.217668E+02,+7.621165E-01
+2.131805E+06,-7.283275E-07,+2.817517E-07,-1.221478E+02,+2.772476E+00
+2.131882E+06,+5.074558E-07,-8.893580E-07,-1.197944E+02,-1.052285E+00
+2.131958E+06,-1.979205E-07,+6.700886E-07,-1.231141E+02,+1.857995E+00
+2.132034E+06,+1.589348E-07,-8.659821E-07,-1.211059E+02,-1.389285E+00
+2.132111E+06,-2.223421E-07,+1.331070E-06,-1.173965E+02,+1.736308E+00
+2.132187E+06,-3.216979E-07,-1.251814E-06,-1.177715E+02,-1.822338E+00
+2.132263E+06,+8.704914E-07,+1.277642E-07,-1.211121E+02,+1.457320E-01
+2.132339E+06,-7.774353E-07,+5.524001E-07,-1.204117E+02,+2.523827E+00
+2.132416E+06,+3.886413E-07,+1.038719E-07,-1.279094E+02,+2.611649E-01
+2.132492E+06,+2.560149E-07,-3.022732E-07,-1.280434E+02,-8.680667E-01
+2.132568E+06,-8.624994E-07,+2.303586E-07,-1.209856E+02,+2.880602E+00
+2.132645E+06,+8.303941E-07,-1.147542E-07,-1.215322E+02,-1.373226E-01
+2.132721E+06,-2.422382E-07,+2.599657E-07,-1.289873E+02,+2.320910E+00
+2.132797E+06,-2.190152E-07,-4.517786E-07,-1.259848E+02,-2.022197E+00
+2.132874E+06,+3.983437E-07,+1.361873E-07,-1.275148E+02,+3.294263E-01
+2.132950E+06,+6.003092E-08,+1.216499E-07,-1.373513E+02,+1.112384E+00
+2.133026E+06,-3.438021E-07,-2.359362E-07,-1.275979E+02,-2.540151E+00
+2.133102E+06,-1.806578E-07,-1.059282E-07,-1.335795E+02,-2.611272E+00
+2.133179E+06,+1.794580E-07,+1.916528E-07,-1.316155E+02,+8.182465E-01
+2.133255E+06,+1.458326E-07,+1.630144E-07,-1.332020E+02,+8.409731E-01
+2.133331E+06,-8.792942E-08,-4.195446E-08,-1.402265E+02,-2.696401E+00
+2.133408E+06,+1.451995E-07,-2.710192E-07,-1.302441E+02,-1.078957E+00
+2.133484E+06,-1.235554E-07,+1.636616E-07,-1.337622E+02,+2.217454E+00
+2.133560E+06,-3.671706E-07,+2.696460E-07,-1.268293E+02,+2.508158E+00
+2.133636E+06,+6.788487E-07,+2.325005E-08,-1.233595E+02,+3.423586E-02
+2.133713E+06,-2.548701E-07,-6.530452E-07,-1.230854E+02,-1.942895E+00
+2.133789E+06,+8.567497E-08,+9.872348E-08,-1.376735E+02,+8.560430E-01
+2.133865E+06,-3.627304E-07,+6.571034E-07,-1.224921E+02,+2.075185E+00
+2.133942E+06,+4.458609E-07,-7.635491E-07,-1.210690E+02,-1.042275E+00
+2.134018E+06,-5.433901E-07,+8.987171E-07,-1.195744E+02,+2.114612E+00
+2.134094E+06,+7.857168E-08,-1.111641E-06,-1.190591E+02,-1.500233E+00
+2.134171E+06,+4.640075E-07,+1.207091E-06,-1.177667E+02,+1.203809E+00
+2.134247E+06,-4.266146E-07,-1.058902E-06,-1.188496E+02,-1.953786E+00
+2.134323E+06,+4.879020E-07,+4.225371E-07,-1.238030E+02,+7.137263E-01
+2.134399E+06,-4.556233E-07,+3.238161E-07,-1.250522E+02,+2.523715E+00
+2.134476E+06,+3.277001E-07,-7.893972E-07,-1.213636E+02,-1.177318E+00
+2.134552E+06,-2.654876E-07,+6.839831E-07,-1.226896E+02,+1.941045E+00
+2.134628E+06,+1.245682E-07,-4.462563E-08,-1.375675E+02,-3.439989E-01
+2.134705E+06,-1.815781E-07,-1.472789E-07,-1.326232E+02,-2.460117E+00
+2.134781E+06,+4.188324E-08,-3.530014E-07,-1.289838E+02,-1.452699E+00
+2.134857E+06,+1.749686E-08,+4.843562E-07,-1.262910E+02,+1.534688E+00
+2.134933E+06,-2.149384E-07,+2.643622E-07,-1.293522E+02,+2.253441E+00
+2.135010E+06,+9.775582E-07,-8.182037E-07,-1.178913E+02,-6.968908E-01
+2.135086E+06,-6.665837E-07,+8.329069E-07,-1.194383E+02,+2.245726E+00
+2.135162E+06,-3.870457E-07,-8.733169E-07,-1.203977E+02,-1.987973E+00
+2.135239E+06,+7.058216E-07,+1.207906E-06,-1.170836E+02,+1.041975E+00
+2.135315E+06,-3.286272E-07,-1.113633E-06,-1.187025E+02,-1.857747E+00
+2.135391E+06,-2.827295E-07,+4.190634E-07,-1.259252E+02,+2.164319E+00
+2.135468E+06,+4.018641E-07,-1.660444E-07,-1.272339E+02,-3.918212E-01
+2.135544E+06,+8.437774E-09,-6.301435E-08,-1.439340E+02,-1.437686E+00
+2.135620E+06,-2.414914E-07,+5.785033E-07,-1.240563E+02,+1.966248E+00
+2.135696E+06,-8.082626E-08,-7.686705E-07,-1.222374E+02,-1.675562E+00
+2.135773E+06,+6.900167E-07,+2.665468E-07,-1.226188E+02,+3.686321E-01
+2.135849E+06,-6.070288E-07,+1.255667E-07,-1.241539E+02,+2.937615E+00
+2.135925E+06,-1.066078E-07,+6.084797E-07,-1.241838E+02,+1.744240E+00
+2.136002E+06,+2.915300E-07,-8.213962E-07,-1.211937E+02,-1.229745E+00
+2.136078E+06,+7.753829E-08,-3.794896E-08,-1.412771E+02,-4.551496E-01
+2.136154E+06,+5.963121E-08,+1.458863E-07,-1.360487E+02,+1.182769E+00
+2.136230E+06,-4.186702E-07,+3.266797E-07,-1.254974E+02,+2.478993E+00
+2.136307E+06,+1.357369E-07,-5.148668E-07,-1.254743E+02,-1.313026E+00
+2.136383E+06,+5.593543E-08,+3.830320E-07,-1.282437E+02,+1.425788E+00
+2.136459E+06,-9.978177E-08,+1.493052E-08,-1.399228E+02,+2.993063E+00
+2.136536E+06,+2.571563E-07,-2.289906E-07,-1.292604E+02,-7.275262E-01
+2.136612E+06,+9.422249E-07,+7.932662E-07,-1.181900E+02,+6.997772E-01
+2.136688E+06,-2.364238E-06,-7.667485E-07,-1.120919E+02,-2.827984E+00
+2.136765E+06,+1.231166E-06,-1.036381E-06,-1.158672E+02,-6.997073E-01
+2.136841E+06,+3.208962E-07,+1.032851E-06,-1.193190E+02,+1.269562E+00
+2.136917E+06,-6.355928E-07,+4.609767E-07,-1.221008E+02,+2.514107E+00
+2.136993E+06,+6.705644E-07,-6.771037E-07,-1.204185E+02,-7.902504E-01
+2.137070E+06,-5.554363E-07,+7.170918E-07,-1.208474E+02,+2.229836E+00
+2.137146E+06,+5.085728E-07,-5.426405E-07,-1.225719E+02,-8.177948E-01
+2.137222E+06,-4.067433E-07,+6.685383E-07,-1.221298E+02,+2.117374E+00
+2.137299E+06,+1.210934E-07,-8.778672E-07,-1.210496E+02,-1.433721E+00
+2.137375E+06,+3.154078E-07,+1.418596E-08,-1.300138E+02,+4.494626E-02
+2.137451E+06,-2.046228E-07,+6.616640E-07,-1.231906E+02,+1.870722E+00
+2.137527E+06,+1.126408E-07,-6.480637E-07,-1.236384E+02,-1.398704E+00
+2.137604E+06,-6.515280E-07,+3.252665E-07,-1.227549E+02,+2.678556E+00
+2.137680E+06,+3.011265E-07,-4.864823E-07,-1.248500E+02,-1.016532E+00
+2.137756E+06,+6.141305E-07,+1.178198E-06,-1.175318E+02,+1.090297E+00
+2.137833E+06,-3.126318E-07,-6.057573E-07,-1.233285E+02,-2.047241E+00
+2.137909E+06,-1.293321E-07,-2.981415E-07,-1.297627E+02,-1.980092E+00
+2.137985E+06,-3.005121E-07,+1.629352E-07,-1.293235E+02,+2.644764E+00
+2.138062E+06,+1.309308E-07,+4.528574E-08,-1.371684E+02,+3.329957E-01
+2.138138E+06,+2.879243E-07,-4.841684E-08,-1.306933E+02,-1.665996E-01
+2.138214E+06,-3.534507E-07,-7.939376E-08,-1.288196E+02,-2.920635E+00
+2.138290E+06,+5.468301E-07,+7.056745E-08,-1.251712E+02,+1.283389E-01
+2.138367E+06,-4.311854E-07,-2.704009E-08,-1.272897E+02,-3.078964E+00
+2.138443E+06,+2.136569E-07,+1.673290E-07,-1.313284E+02,+6.643921E-01
+2.138519E+06,-2.160850E-07,+1.863177E-07,-1.308934E+02,+2.430034E+00
+2.138596E+06,-5.963837E-08,-5.148506E-07,-1.257085E+02,-1.686119E+00
+2.138672E+06,+3.814211E-07,+4.701207E-07,-1.243593E+02,+8.891873E-01
+2.138748E+06,-2.847527E-07,-6.758723E-07,-1.226931E+02,-1.969539E+00
+2.138824E+06,+2.472833E-07,+5.264340E-07,-1.247072E+02,+1.131654E+00
+2.138901E+06,-2.678686E-07,+3.782922E-07,-1.266785E+02,+2.186938E+00
+2.138977E+06,+1.218191E-07,-1.019313E-06,-1.197723E+02,-1.451849E+00
+2.139053E+06,+3.100330E-07,+6.088599E-07,-1.233084E+02,+1.099814E+00
+2.139130E+06,-8.521488E-07,+5.477692E-07,-1.198876E+02,+2.570289E+00
+2.139206E+06,+1.018613E-06,-1.109934E-06,-1.164407E+02,-8.282750E-01
+2.139282E+06,-9.285187E-07,+8.423748E-07,-1.180362E+02,+2.404800E+00
+2.139359E+06,+3.351782E-07,-8.987891E-07,-1.203613E+02,-1.213849E+00
+2.139435E+06,+2.953409E-07,+7.802877E-07,-1.215734E+02,+1.208958E+00
+2.139511E+06,-5.057918E-07,-3.273734E-07,-1.244009E+02,-2.567154E+00
+2.139587E+06,+3.539098E-07,+4.938123E-07,-1.243285E+02,+9.489573E-01
+2.139664E+06,-1.173702E-09,-4.201095E-07,-1.275327E+02,-1.573590E+00
+2.139740E+06,+2.138614E-07,-1.515033E-07,-1.316311E+02,-6.163534E-01
+2.139816E+06,-5.293888E-07,+3.505478E-07,-1.239455E+02,+2.556706E+00
+2.139893E+06,+5.283883E-07,-2.593704E-07,-1.246034E+02,-4.563176E-01
+2.139969E+06,-5.769172E-07,+2.550085E-07,-1.240027E+02,+2.725395E+00
+2.140045E+06,+3.101884E-07,-6.450239E-07,-1.229050E+02,-1.122550E+00
+2.140121E+06,+8.836936E-08,+6.759951E-07,-1.233275E+02,+1.440809E+00
+2.140198E+06,+1.441996E-07,-7.131570E-08,-1.358705E+02,-4.592880E-01
+2.140274E+06,-3.727736E-07,-1.651466E-07,-1.277928E+02,-2.724557E+00
+2.140350E+06,-8.572357E-08,-3.548422E-07,-1.287530E+02,-1.807837E+00
+2.140427E+06,+3.973444E-07,+5.605274E-07,-1.232599E+02,+9.541382E-01
+2.140503E+06,-3.349997E-07,-2.945382E-07,-1.270120E+02,-2.420378E+00
+2.140579E+06,+8.404510E-07,+2.533870E-07,-1.211319E+02,+2.928226E-01
+2.140656E+06,-1.372240E-06,+1.624871E-07,-1.171909E+02,+3.023731E+00
+2.140732E+06,+8.371775E-07,-5.157171E-07,-1.201465E+02,-5.521148E-01
+2.140808E+06,-1.524513E-07,+1.651606E-07,-1.329654E+02,+2.316201E+00
+2.140884E+06,+1.216958E-07,+1.845880E-07,-1.331085E+02,+9.879227E-01
+2.140961E+06,-2.153825E-07,-2.150027E-07,-1.303331E+02,-2.357077E+00
+2.141037E+06,+3.152988E-08,+5.281211E-08,-1.442213E+02,+1.032571E+00
+2.141113E+06,+2.966381E-07,+2.582694E-07,-1.281052E+02,+7.163638E-01
+2.141190E+06,-4.566718E-07,-4.685426E-07,-1.236847E+02,-2.343365E+00
+2.141266E+06,+7.171950E-08,+4.120777E-07,-1.275708E+02,+1.398479E+00
+2.141342E+06,+5.899049E-07,-2.187412E-07,-1.240248E+02,-3.550900E-01
+2.141418E+06,-2.439438E-07,-5.025571E-08,-1.320737E+02,-2.938422E+00
+2.141495E+06,-4.759086E-07,-4.642150E-08,-1.264084E+02,-3.044357E+00
+2.141571E+06,-1.834671E-07,+5.719039E-07,-1.244281E+02,+1.881225E+00
+2.141647E+06,+5.007003E-07,-5.061286E-07,-1.229511E+02,-7.907897E-01
+2.141724E+06,+1.521513E-07,+7.812294E-08,-1.353383E+02,+4.743540E-01
+2.141800E+06,-2.345643E-07,+2.244673E-07,-1.297713E+02,+2.378187E+00
+2.141876E+06,-1.931076E-08,-5.996899E-07,-1.244370E+02,-1.602986E+00
+2.141953E+06,+6.296656E-07,+9.269331E-08,-1.239247E+02,+1.461606E-01
+2.142029E+06,-8.953313E-07,+5.923608E-07,-1.193836E+02,+2.557098E+00
+2.142105E+06,+6.284348E-07,-7.772218E-07,-1.200043E+02,-8.908542E-01
+2.142181E+06,-2.754472E-07,+1.318391E-06,-1.174136E+02,+1.776760E+00
+2.142258E+06,-1.694040E-07,-1.125964E-06,-1.188723E+02,-1.720129E+00
+2.142334E+06,+1.615929E-07,+4.160938E-07,-1.270061E+02,+1.200367E+00
+2.142410E+06,-2.008668E-07,-4.252254E-07,-1.265528E+02,-2.012103E+00
+2.142487E+06,+2.367596E-07,+8.275779E-07,-1.213022E+02,+1.292152E+00
+2.142563E+06,-2.984709E-07,-7.855588E-07,-1.215108E+02,-1.933897E+00
+2.142639E+06,+3.710057E-07,-6.788014E-08,-1.284694E+02,-1.809610E-01
+2.142715E+06,+2.368463E-07,+4.770803E-07,-1.254714E+02,+1.109993E+00
+2.142792E+06,-2.996973E-07,-3.550973E-07,-1.266572E+02,-2.271789E+00
+2.142868E+06,+1.587474E-07,+1.641210E-07,-1.328286E+02,+8.020400E-01
+2.142944E+06,-9.221872E-07,+4.028356E-07,-1.199452E+02,+2.729748E+00
+2.143021E+06,+8.389601E-07,-9.167874E-07,-1.181125E+02,-8.296964E-01
+2.143097E+06,-2.471497E-07,+3.701230E-07,-1.270317E+02,+2.159549E+00
+2.143173E+06,+5.697419E-07,-4.569954E-07,-1.227290E+02,-6.760259E-01
+2.143250E+06,-1.949132E-06,-2.232390E-06,-1.105637E+02,-2.288557E+00
+2.143326E+06,+3.423835E-06,+9.015097E-06,-1.003154E+02,+1.207834E+00
+2.143402E+06,-2.738338E-06,-7.034679E-06,-1.024424E+02,-1.942012E+00
+2.143478E+06,+1.031025E-06,+4.049816E-07,-1.191115E+02,+3.742800E-01
+2.143555E+06,-2.616951E-07,+5.783069E-07,-1.239478E+02,+1.995743E+00
+2.143631E+06,-6.847884E-08,-6.408407E-07,-1.238157E+02,-1.677250E+00
+2.143707E+06,+3.038450E-07,+4.067026E-07,-1.258884E+02,+9.291579E-01
+2.143784E+06,+5.827571E-07,+6.364733E-07,-1.212802E+02,+8.294271E-01
+2.143860E+06,-1.599013E-06,-6.716604E-07,-1.152173E+02,-2.743925E+00
+2.143936E+06,+1.137657E-06,+6.795862E-07,-1.175545E+02,+5.384729E-01
+2.144012E+06,-3.682473E-07,-2.916718E-07,-1.265624E+02,-2.471716E+00
+2.144089E+06,-1.799450E-07,-7.887231E-07,-1.218411E+02,-1.795104E+00
+2.144165E+06,+5.198294E-07,+2.945802E-07,-1.244733E+02,+5.155640E-01
+2.144241E+06,-2.501266E-07,+4.026905E-07,-1.264835E+02,+2.126614E+00
+2.144318E+06,-5.416008E-07,-5.131312E-07,-1.225443E+02,-2.383180E+00
+2.144394E+06,+7.863983E-07,+5.322468E-07,-1.204493E+02,+5.949961E-01
+2.144470E+06,-2.785334E-07,-1.415876E-07,-1.301043E+02,-2.671301E+00
+2.144547E+06,+1.865336E-07,+2.132467E-07,-1.309545E+02,+8.521187E-01
+2.144623E+06,-5.294719E-07,-4.179863E-07,-1.234194E+02,-2.473324E+00
+2.144699E+06,+4.949334E-07,+4.867281E-07,-1.231708E+02,+7.770397E-01
+2.144775E+06,-6.151730E-07,-5.043267E-07,-1.219874E+02,-2.454887E+00
+2.144852E+06,+7.989163E-07,+3.965237E-08,-1.219393E+02,+4.959200E-02
+2.144928E+06,-3.835796E-07,+2.217904E-07,-1.270703E+02,+2.617348E+00
+2.145004E+06,+3.562747E-07,-2.085960E-07,-1.276842E+02,-5.296836E-01
+2.145081E+06,-5.218949E-07,+2.197616E-07,-1.249394E+02,+2.743043E+00
+2.145157E+06,+1.916820E-09,+1.438142E-07,-1.368432E+02,+1.557469E+00
+2.145233E+06,+8.047822E-07,+8.756372E-09,-1.218859E+02,+1.087999E-02
+2.145309E+06,-1.102511E-06,-4.180844E-07,-1.185688E+02,-2.779135E+00
+2.145386E+06,+6.454194E-07,+2.489620E-07,-1.232007E+02,+3.681504E-01
+2.145462E+06,-1.921911E-07,+1.121974E-08,-1.343106E+02,+3.083281E+00
+2.145538E+06,+1.542602E-07,-1.656790E-07,-1.329034E+02,-8.210735E-01
+2.145615E+06,+5.618982E-08,+1.990362E-09,-1.450014E+02,+3.540730E-02
+2.145691E+06,-1.962319E-07,+3.934740E-07,-1.271370E+02,+2.033417E+00
+2.145767E+06,-9.739122E-08,-5.466993E-07,-1.251093E+02,-1.747091E+00
+2.145844E+06,-1.762772E-07,+6.939104E-07,-1.229023E+02,+1.819569E+00
+2.145920E+06,+5.800203E-07,-8.863684E-07,-1.194998E+02,-9.913493E-01
+2.145996E+06,-4.080347E-07,+6.709250E-07,-1.220997E+02,+2.117200E+00
+2.146072E+06,+4.859079E-07,+6.501200E-08,-1.261919E+02,+1.330050E-01
+2.146149E+06,-8.619433E-07,-3.401491E-07,-1.206618E+02,-2.765724E+00
+2.146225E+06,+3.834976E-07,-1.443239E-07,-1.277495E+02,-3.599414E-01
+2.146301E+06,+7.492264E-07,-2.974846E-07,-1.218720E+02,-3.779657E-01
+2.146378E+06,-7.224387E-07,+1.162262E-06,-1.172752E+02,+2.126932E+00
+2.146454E+06,+4.641758E-07,-2.611379E-07,-1.254721E+02,-5.124533E-01
+2.146530E+06,-4.944187E-07,-8.164014E-07,-1.204050E+02,-2.115329E+00
+2.146606E+06,+4.427396E-08,+3.454658E-07,-1.291611E+02,+1.443334E+00
+2.146683E+06,-1.499019E-08,+5.452050E-07,-1.252655E+02,+1.598284E+00
+2.146759E+06,-6.367745E-11,-9.788181E-07,-1.201860E+02,-1.570861E+00
+2.146835E+06,+6.549808E-07,+4.582916E-07,-1.219448E+02,+6.105261E-01
+2.146912E+06,-9.566747E-07,+3.133509E-07,-1.199421E+02,+2.825063E+00
+2.146988E+06,+6.017952E-08,-3.956949E-07,-1.279535E+02,-1.419867E+00
+2.147064E+06,+9.618042E-07,+6.623418E-08,-1.203177E+02,+6.875597E-02
+2.147141E+06,-5.253422E-07,+2.689267E-07,-1.245804E+02,+2.668464E+00
+2.147217E+06,-5.170011E-07,-2.371731E-07,-1.249007E+02,-2.711488E+00
+2.147293E+06,+6.978385E-07,-4.127630E-07,-1.218220E+02,-5.341371E-01
+2.147369E+06,-5.030609E-07,+1.001048E-06,-1.190130E+02,+2.036469E+00
+2.147446E+06,+3.234793E-07,-7.806966E-07,-1.214622E+02,-1.177983E+00
+2.147522E+06,-7.697788E-08,+1.407988E-07,-1.358922E+02,+2.071120E+00
+2.147598E+06,-7.928509E-08,+2.595750E-07,-1.313274E+02,+1.867238E+00
+2.147675E+06,+1.373982E-07,+2.524226E-08,-1.370962E+02,+1.816900E-01
+2.147751E+06,-2.691417E-07,-5.801169E-07,-1.238831E+02,-2.005185E+00
+2.147827E+06,+4.898718E-07,+6.128191E-07,-1.221076E+02,+8.964370E-01
+2.147903E+06,-3.146507E-07,-1.748339E-07,-1.288749E+02,-2.634426E+00
+2.147980E+06,-3.277785E-08,-8.505960E-08,-1.408042E+02,-1.938611E+00
+2.148056E+06,-5.523058E-07,+3.112904E-07,-1.239584E+02,+2.628353E+00
+2.148132E+06,+1.023091E-06,-6.714786E-07,-1.182460E+02,-5.808074E-01
+2.148209E+06,-3.630680E-07,+6.132135E-07,-1.229427E+02,+2.105368E+00
+2.148285E+06,+1.779199E-07,-3.613187E-07,-1.278993E+02,-1.113232E+00
+2.148361E+06,-1.483977E-07,+2.786607E-07,-1.300142E+02,+2.060135E+00
+2.148438E+06,-1.431043E-07,-3.803631E-07,-1.278211E+02,-1.930646E+00
+2.148514E+06,+7.155878E-08,+2.470462E-07,-1.317945E+02,+1.288855E+00
+2.148590E+06,+5.045782E-07,+5.685322E-08,-1.258866E+02,+1.122015E-01
+2.148666E+06,-8.244283E-07,-4.356244E-08,-1.216648E+02,-3.088802E+00
+2.148743E+06,-3.512002E-07,-3.990008E-07,-1.254892E+02,-2.292563E+00
+2.148819E+06,+6.925594E-07,+7.965812E-07,-1.195304E+02,+8.551385E-01
+2.148895E+06,+3.136913E-07,-4.398332E-07,-1.253483E+02,-9.512627E-01
+2.148972E+06,-5.877110E-07,-2.227908E-07,-1.240336E+02,-2.779248E+00
+2.149048E+06,+6.085669E-07,+4.888342E-07,-1.221516E+02,+6.767224E-01
+2.149124E+06,-9.315538E-07,-4.113726E-07,-1.198421E+02,-2.725747E+00
+2.149200E+06,+1.003771E-06,+4.586718E-07,-1.191438E+02,+4.286175E-01
+2.149277E+06,-3.404458E-07,-5.103375E-07,-1.242441E+02,-2.159098E+00
+2.149353E+06,-3.267130E-07,+1.872077E-07,-1.284836E+02,+2.621260E+00
+2.149429E+06,+7.493225E-07,+1.652326E-08,-1.225045E+02,+2.204736E-02
+2.149506E+06,-1.132888E-06,+2.553604E-07,-1.187010E+02,+2.919891E+00
+2.149582E+06,+5.870128E-07,-2.033092E-07,-1.241350E+02,-3.334153E-01
+2.149658E+06,+3.704312E-07,-4.541415E-07,-1.246412E+02,-8.865712E-01
+2.149734E+06,-5.544122E-07,+2.074935E-07,-1.245540E+02,+2.783472E+00
+2.149811E+06,+1.749868E-07,+6.717770E-07,-1.231704E+02,+1.315976E+00
+2.149887E+06,+2.866944E-07,-4.602663E-07,-1.253159E+02,-1.013717E+00
+2.149963E+06,-5.173432E-08,+1.011268E-07,-1.388931E+02,+2.043664E+00
+2.150040E+06,-5.685407E-07,+6.533509E-08,-1.248478E+02,+3.027177E+00
+2.150116E+06,+5.758256E-07,-3.165473E-07,-1.236474E+02,-5.026342E-01
+2.150192E+06,+9.075561E-09,+2.896064E-07,-1.307596E+02,+1.539469E+00
+2.150269E+06,-1.802163E-07,-5.541013E-07,-1.246915E+02,-1.885246E+00
+2.150345E+06,-1.254528E-07,+7.092955E-07,-1.228497E+02,+1.745855E+00
+2.150421E+06,-1.493376E-07,-5.285726E-07,-1.252044E+02,-1.846149E+00
+2.150497E+06,+6.446800E-07,+4.930367E-07,-1.218131E+02,+6.528918E-01
+2.150574E+06,-1.155922E-06,-4.439537E-08,-1.187350E+02,-3.103205E+00
+2.150650E+06,+7.070822E-07,-6.325864E-07,-1.204569E+02,-7.298477E-01
+2.150726E+06,+3.261630E-07,+1.404120E-07,-1.289929E+02,+4.065171E-01
+2.150803E+06,-3.359445E-07,+2.457369E-07,-1.276134E+02,+2.510050E+00
+2.150879E+06,+3.737682E-08,+4.232709E-07,-1.274339E+02,+1.482720E+00
+2.150955E+06,-1.224398E-07,-2.943893E-07,-1.299286E+02,-1.964944E+00
